,Ticker,Name,Close Price,Change %,Traded Value,Volume,Bid Price,Day High,Day Low,Date
167,IBCT,IBC,3.15,0.00%,31.50,10,3.18,3.15,3.15,2018-04-02 11:03:15
168,VERT,Vertika,1.93,0.00%,"7,596.48","3,936",2.03,1.93,1.93,2018-03-15 08:38:33
169,SIPC,Sabaa,4.51,0.00%,"81,379.87","18,004",4.52,4.58,4.50,2018-04-22 12:06:01
170,INEG,Integrated Engineeri,0.39,0.00%,"26,715.00","68,500",0.40,0.39,0.39,2018-04-22 10:01:56
171,ADRI,Arab for Development,0.45,0.00%,"40,440.00","91,200",0.44,0.45,0.44,2018-04-22 12:29:18
172,MBEN,MB,0.95,0.00%,"2,470.00","2,600",0.94,0.95,0.95,2018-04-22 09:59:15
173,EFID,Edita,19.55,0.00%,19.55,1,18.50,19.55,19.55,2018-04-22 10:36:53
174,ARPI,Arabian Rocks Plasti,0.26,0.00%,"80,470.00","309,500",0.26,0.26,0.26,2018-04-22 12:00:25
175,ASHC,Al Salam,2.36,0.00%,"10,050.30","4,201",2.58,2.55,2.35,2018-04-17 10:19:10
176,MTIE,MTI,16.22,0.00%,"25,266,338.00","1,540,533",16.40,16.50,16.22,2018-04-22 12:26:31
177,TORA,Tourah Cement,20.37,-0.05%,"2,000,451.38","97,092",20.61,21.38,20.35,2018-04-22 12:29:43
178,MBSC,Misr Beni Suef Cemen,21.80,-0.09%,"382,618.19","17,346",22.08,22.60,21.80,2018-04-22 12:16:03
179,BINV,BPE Holding,11.20,-0.09%,"2,264,690.75","198,727",11.41,11.50,11.20,2018-04-22 12:29:59
180,OLFI,Obour Land for Food,21.96,-0.09%,"119,234.00","5,550",21.50,21.96,20.50,2018-04-22 11:26:51
181,NHPS,National Co for Hous,25.53,-0.11%,"108,416.47","4,006",27.09,27.45,25.53,2018-04-22 11:55:30
182,ORHD,Orascom Development,33.31,-0.12%,"6,467,529.50","194,176",33.35,34.25,32.71,2018-04-22 12:29:58
183,ORWE,Oriental Weavers,15.90,-0.19%,"6,292,388.00","393,836",16.01,16.17,15.86,2018-04-22 12:27:55
184,ADCI,ADCO,36.55,-0.19%,"145,236.11","3,881",37.49,38.00,36.50,2018-04-22 11:06:09
185,EMFD,Emaar Misr,4.57,-0.22%,"3,576,602.50","775,248",4.62,4.73,4.56,2018-04-22 12:29:33
186,HRHO,EFG Hermes,25.05,-0.28%,"12,472,975.00","497,799",25.13,25.30,25.00,2018-04-22 12:29:52
187,KZPC,Kafr El Zayat Pestic,33.63,-0.29%,"306,686.50","9,034",34.05,34.45,33.63,2018-04-22 12:19:53
188,MCQE,Misr Cement - Qena,27.25,-0.29%,"1,080,792.25","39,517",27.43,27.50,27.17,2018-04-22 12:29:49
189,HELI,Heliopolis Housing,36.81,-0.30%,"11,248,662.00","304,365",37.07,37.48,36.76,2018-04-22 12:29:55
190,EPCO,Egypco,2.92,-0.34%,"193,427.09","66,375",2.92,3.00,2.89,2018-04-22 12:29:29
191,ESRS,Ezz Steel,29.30,-0.41%,"12,181,514.00","413,282",29.60,29.80,29.30,2018-04-22 12:29:29
192,NEDA,NUDAP,7.11,-0.42%,"395,389.97","55,331",7.18,7.36,7.05,2018-04-22 12:27:13
193,EGAS,Egypt Gas,81.00,-0.49%,"394,004.78","4,861",81.45,83.75,80.02,2018-04-22 12:25:41
194,GSSC,General Co for Silos,70.05,-0.50%,"1,137,202.38","15,740",72.61,74.50,70.03,2018-04-22 12:29:37
195,MICH,Misr Chemical Indust,15.87,-0.50%,"545,208.31","34,070",16.08,16.24,15.87,2018-04-22 12:27:53
196,GTHE,Global Telecom,5.11,-0.58%,"48,472,872.00","9,375,478",5.20,5.27,5.09,2018-04-22 12:29:59
197,ARVA,Arab Valves,1.41,-0.69%,"139,582.98","97,378",1.44,1.45,1.41,2018-04-22 12:29:17
198,AMIA,Arab Moltaqa Investm,19.30,-0.72%,"308,058.88","15,940",19.47,19.74,18.80,2018-04-22 12:26:11
199,ESGI,Egyptian Starch & Gl,15.50,-0.77%,"938,756.75","60,540",15.63,15.84,15.39,2018-04-22 12:22:04
200,AREH,Real Estate Egyptian,11.80,-0.77%,"142,796.22","12,316",11.68,11.80,11.42,2018-04-22 12:18:12
201,ORAS,Orascom Construction,162.00,-0.77%,"10,165,657.00","62,706",163.38,163.80,160.53,2018-04-22 12:29:51
202,CCRS,Gulf Canadian Real E,11.11,-0.78%,"1,023,892.56","89,811",11.49,11.85,11.00,2018-04-22 12:29:57
203,EAST,Eastern Co,600.00,-0.80%,"14,111,084.00","23,604",602.67,602.00,590.00,2018-04-22 12:19:53
204,SUGR,Delta Sugar,27.21,-0.84%,"1,022,685.63","37,475",27.52,27.60,27.20,2018-04-22 12:29:20
205,MNHD,Madinet Nasr Housing,12.97,-0.84%,"12,622,725.00","973,999",13.07,13.20,12.83,2018-04-22 12:29:26
206,UEFM,Upper Egypt Flour Mi,140.03,-0.86%,"40,872.19",290,142.16,142.20,140.00,2018-04-22 12:15:02
207,SPIN,SPINALEX,2.16,-0.94%,"365,202.53","172,967",2.13,2.18,2.10,2018-04-22 12:29:52
208,DCRC,Delta Construction &,6.20,-0.96%,"4,301,459.50","696,580",6.24,6.55,6.15,2018-04-22 12:29:17
209,PACH,Pachin,48.50,-1.03%,"1,491,882.13","30,469",49.47,50.49,48.18,2018-04-22 12:29:26
210,SBAG,Suez Bags,24.00,-1.06%,"40,331.00","1,664",24.50,25.00,24.00,2018-04-19 12:00:42
